web-scraper-order;web-scraper-start-url;pagination;productlink-href;title;price;discount;rating;reviews
1665218489-327;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1385345739-cargador-xiaomi-33w-original-tipo-c-turbo-cargador-mdy11ex-_JM?hide_psmb=true#position=19&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cargador Xiaomi 33w Original Tipo C. Turbo Cargador Mdy11ex;526;16;5;36
1665218492-328;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1474808624-funda-tpu-liquido-de-dos-colores-para-xiaomi-poco-redmi-_JM?hide_psmb=true#position=18&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda Tpu Líquido De Dos Colores Para Xiaomi Poco Redmi;128;24;null;null
1665218495-329;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1415324654-reloj-inteligente-life-watch-mide-signos-vitales-cv-directo-_JM?hide_psmb=true#position=17&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Reloj Inteligente Life Watch Mide Signos Vitales Cv Directo;1999;33;4;35
1665218497-330;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-776241289-audifonos-inalambricos-_JM?hide_psmb=true#position=16&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Audífonos Inalámbricos;160;54;4.5;3907
1665218500-331;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-a52-128-gb-azul-sorprendente-6-gb-ram/p/MLM17493811?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM17493811&position=2&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Samsung Galaxy A52 128 GB azul sorprendente 6 GB RAM;6299;18;4.7;1466
1665218503-332;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-664654034-mesa-plegable-portafolio-plastico-180m-resistente-garantia-_JM?hide_psmb=true#position=15&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Mesa Plegable Portafolio Plastico 1.80m Resistente Garantia;1259;16;4.6;78
1665218506-333;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1366888204-reloj-inteligente-resistente-al-agua-con-bluetooth-_JM?hide_psmb=true#position=14&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Reloj Inteligente Resistente Al Agua Con Bluetooth;765;52;4.5;55
1665218509-334;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1452383508-pantalla-smart-tv-tcl-50-pulgadas-4k-uhd-android-tv-50a445-_JM?hide_psmb=true#position=13&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Pantalla Smart Tv Tcl 50 Pulgadas 4k Uhd Android Tv 50a445;7799;43;4.7;30
1665218512-335;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-m3-pro-5g-dual-sim-128-gb-azul-hielo-6-gb-ram/p/MLM18061594?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18061594&position=1&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 128 GB azul hielo 6 GB RAM;4366;6;4.6;1389
1665218515-336;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1336809425-tenis-de-seguridad-industrial-para-trabajo-hombre-ligero-_JM?hide_psmb=true#position=12&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Tenis De Seguridad Industrial Para Trabajo Hombre Ligero;572;58;4.7;228
1665218518-337;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1316458705-funda-iphone-13minipromax-otter-box-defender-originalclip-_JM?hide_psmb=true#position=11&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda iPhone 13mini/pro/max Otter Box Defender Original+clip;376;14;4.9;85
1665218524-338;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1452012139-reloj-inteligente-smartwatch-llamar-deportes-185-_JM?hide_psmb=true#position=48&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Reloj Inteligente Smartwatch Llamar Deportes 1.85;493;50;null;null
1665218527-339;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/impresora-a-color-multifuncion-hp-deskjet-ink-advantage-2374-blanca-100v240v/p/MLM16112386?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM16112386&position=11&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Impresora a color multifunción HP Deskjet Ink Advantage 2374 blanca 100V/240V;1299;18;4.5;1441
1665218530-340;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1321075025-set-3-bolsas-bandolera-mujer-cosmetiquera-cartera-borla-logo-_JM?hide_psmb=true#position=47&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Set 3 Bolsas Bandolera Mujer Cosmetiquera Cartera Borla Logo;201;49;4.2;1931
1665218533-341;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1471472368-celular-motorola-moto-g42-64-128gb-4gb-ram-oled-liberado-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=DEAL_OF_THE_DAY;Celular Motorola Moto G42 6.4'' 128gb 4gb Ram Oled Liberado;4799;17;4.2;5
1665218536-342;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/taladro-percutor-inalambrico-de-10mm-teeno-5816-1-21v/p/MLM17400725?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM17400725&position=10&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Taladro percutor inalámbrico de 10mm Teeno 5816-1 21V;719;27;4.5;1192
1665218539-343;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-proteina-sabor-double-rich-chocolate-en-pote-de-227kg/p/MLM6088715?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM6088715&position=9&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Suplemento en polvo Optimum Nutrition  Gold Standard 100% Whey proteína sabor double rich chocolate en pote de 2.27kg;1519;5;4.3;1104
1665218542-344;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/soldadora-inverter-swedish-husky-power-hks125-naranja-y-negra-60hz-110v/p/MLM18606696?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18606696&position=8&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Soldadora inverter Swedish Husky Power HKS125 naranja y negra 60Hz 110V;1299;11;4.7;206
1665218545-345;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-927483337-reloj-inteligente-fd68-smartwatch-diseno-tipo-uso-rudo-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Reloj Inteligente Fd68 Smartwatch Diseño Tipo Uso Rudo;164;25;3;96
1665218548-346;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/samsung-galaxy-a03-64-gb-azul-4-gb-ram/p/MLM18955018?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18955018&position=7&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=DEAL_OF_THE_DAY;Samsung Galaxy A03 64 GB azul 4 GB RAM;2599;18;4.6;314
1665218550-347;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-942024912-pack-2-mica-cristal-templado-ipad-987-102-202120202019-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Pack 2 Mica Cristal Templado iPad 9/8/7 10.2  2021/2020/2019;145;17;4.5;39
1665218553-348;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1362997215-soporte-cargador-inalambrico-automatica-para-celular-de-auto-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Soporte Cargador Inalámbrico Automatica Para Celular De Auto;505;21;null;null
1665218556-349;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1415381881-funda-nillkin-camshield-pro-para-xiaomi-mi-11t-mi-11t-pro-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Funda Nillkin Camshield Pro Para Xiaomi Mi 11t / Mi 11t Pro;298;14;null;null
1665218559-350;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-806722746-reloj-inteligente-t500-deportivo-contesta-llamadas-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Reloj Inteligente T500 Deportivo Contesta Llamadas;235;21;3.4;77
1665218561-351;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/aspiradora-trapeadora-robot-ilife-v5s-pro-dorada-100v240v/p/MLM15522190?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM15522190&position=6&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Aspiradora trapeadora robot ILife V5s Pro dorada 100V/240V;3037;50;4.6;390
1665218564-352;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-921863484-kit-combo-8-en-1-impresora-sublimar-sublimacion-pmo-oferta-1-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Kit Combo 8 En 1 Impresora Sublimar Sublimación Pmo Oferta 1;10995;37;4.2;32
1665218567-353;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1509272248-arbol-navidad-artificial-pino-nevado-24m-esquimal-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Árbol Navidad Artificial Pino Nevado 2.4m -  Esquimal;1998;5;null;null
1665218570-354;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1390040529-zapatos-de-seguridad-de-fibra-de-kevlar-transpirables-_JM?hide_psmb=true#position=38&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Zapatos De Seguridad De Fibra De Kevlar Transpirables;555;5;4.6;87
1665218573-355;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1370630655-guantes-de-nitrilo-libre-de-latex-sin-polvo-azul-negro-_JM?hide_psmb=true#position=37&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Guantes De Nitrilo Libre De Latex Sin Polvo Azul Negro;799;42;4;72
1665218576-356;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/xiaomi-redmi-10a-dual-sim-128-gb-plata-cromada-4-gb-ram/p/MLM19103702?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19103702&position=5&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Xiaomi Redmi 10A Dual SIM 128 GB plata cromada 4 GB RAM;3427;5;4.5;49
1665218579-357;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1492152617-funda-magnetica-de-metal-transparente-para-iphone-12-13-14-_JM?hide_psmb=true#position=36&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Funda Magnética De Metal Transparente Para iPhone 12 13 14;566;28;null;null
1665218582-358;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/apple-watch-series-7-gps-41mm-caja-de-aluminio-color-azul-medianoche-correa-deportiva-azul-medianoche/p/MLM18577724?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18577724&position=4&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Apple Watch Series 7 (GPS, 41mm) - Caja de aluminio color azul medianoche - Correa deportiva azul medianoche;9699;3;4.9;59
1665218584-359;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-959867429-aspirador-de-mano-portatil-para-hogar-y-automovil-_JM?hide_psmb=true#position=35&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=DEAL_OF_THE_DAY;Aspirador De Mano Portátil Para Hogar Y Automóvil;540;18;4.3;180
1665218587-360;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1391848631-protector-solar-facial-nivea-sun-control-brillo-x2-100ml-_JM?hide_psmb=true#position=34&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Protector Solar Facial Nivea Sun Control Brillo X2 - 100ml;365;23;null;null
1665218590-361;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-f4-dual-sim-256-gb-moonsilver-8-gb-ram/p/MLM19488848?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19488848&position=3&search_layout=grid&type=product&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Xiaomi Pocophone Poco F4 Dual SIM 256 GB moonsilver 8 GB RAM;8149;7;4.8;53
1665218593-362;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=3;https://articulo.mercadolibre.com.mx/MLM-1399932264-para-la-pantalla-tactil-de-xiaomi-redmi-note-77-pro-lcd-_JM?hide_psmb=true#position=33&search_layout=grid&type=item&tracking_id=ae4ef520-6273-4c57-aa59-42d6b61e3d99&deal_print_id=6cb2d183-017e-438e-b808-d3c4c88c8990&promotion_type=TODAY_PROMOTION;Para La Pantalla Táctil De Xiaomi Redmi Note 7/7 Pro Lcd;658;23;null;null
