web-scraper-order;web-scraper-start-url;pagination;productlink-href;title;price;discount;rating;reviews
1665218796-401;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-903660533-tenis-para-hombre-nike-air-max-sc-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Tenis Para Hombre Nike Air Max Sc;1519;20;4.5;454
1665218798-402;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-648716729-lentes-para-celular-apexel-con-tripie-obturador-y-zoom-18x-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Lentes Para Celular Apexel Con Tripie, Obturador Y Zoom 18x;497;17;4.3;39
1665218801-403;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1321074683-reloj-deportivo-inteligente-bluetooth-impermeable-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Reloj Deportivo Inteligente Bluetooth Impermeable;464;51;4.4;194
1665218804-404;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-m3-pro-5g-dual-sim-128-gb-power-black-6-gb-ram/p/MLM18061589?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18061589&position=15&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Xiaomi Pocophone Poco M3 Pro 5G Dual SIM 128 GB power black 6 GB RAM;4366;6;4.6;1389
1665218807-405;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1437050524-protector-mica-lente-camara-para-iphone-individual-metal-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Protector Mica Lente Cámara Para iPhone Individual Metal;85;14;3.10;10
1665218810-406;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1474795606-funda-tpu-liquido-de-dos-colores-para-moto-motorola-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Funda Tpu Líquido De Dos Colores Para Moto Motorola;136;19;null;null
1665218813-407;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1346671369-taladro-atornillador-alto-impacto-con-2-baterias-de-litio-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Taladro Atornillador Alto Impacto Con 2 Baterías De Litio;648;55;4.2;648
1665218816-408;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/samsung-galaxy-a03-64-gb-rojo-4-gb-ram/p/MLM18955017?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18955017&position=14&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Samsung Galaxy A03 64 GB rojo 4 GB RAM;2599;25;4.6;314
1665218819-409;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/microsoft-xbox-series-s-512gb-standard-color-blanco/p/MLM16650345?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM16650345&position=13&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Microsoft Xbox Series S 512GB Standard color  blanco;6263;13;4.9;1341
1665218821-410;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1344266123-cargador-samsung-super-carga-rapida-s21-plus-25w-original-_JM?hide_psmb=true#position=38&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Cargador Samsung Super Carga Rápida S21 Plus 25w Original;401;21;4.2;51
1665218824-411;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1330646918-funda-ultra-slim-para-xiaomi-redmi-poco-_JM?hide_psmb=true#position=37&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Funda Ultra Slim Para Xiaomi Redmi Poco;130;18;4.4;109
1665218827-412;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1420436359-soldadora-inversora-maquina-130amp-110220v-str14e-stallion-_JM?hide_psmb=true#position=36&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Soldadora Inversora Maquina 130amp 110/220v Str14e Stallion;1599;1;4.6;61
1665218830-413;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1403290317-169-reloj-smart-watch-mujer-con-temperatura-pulsera-doble-_JM?hide_psmb=true#position=35&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;1.69'' Reloj Smart Watch Mujer Con Temperatura Pulsera Doble;596;22;4.5;123
1665218833-414;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-redmi-note-11-snapdragon-dual-sim-128-gb-gris-grafito-6-gb-ram/p/MLM18924352?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18924352&position=12&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB gris grafito 6 GB RAM;3998;10;4.6;1038
1665218836-415;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/amazon-echo-dot-4th-gen-con-asistente-virtual-alexa-twilight-blue-110v240v/p/MLM16212510?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM16212510&position=11&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Amazon Echo Dot 4th Gen con asistente virtual Alexa twilight blue 110V/240V;762;30;4.8;5564
1665218839-416;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1428035750-proyector-profesional-8k-android-wifi-full-hd-1080p-8000-lm-_JM?hide_psmb=true#position=34&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Proyector Profesional 8k Android Wifi Full Hd 1080p 8000 Lm;3774;59;5;123
1665218842-417;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/google-chromecast-3-generacion-full-hd-carbon/p/MLM13841393?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM13841393&position=10&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Google Chromecast 3.ª generación Full HD carbón;629;26;4.8;8617
1665218845-418;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-827939735-camara-de-seguridad-wifi-exterior-1080p-con-led-iluminacion-_JM?hide_psmb=true#position=33&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Cámara De Seguridad Wifi Exterior 1080p Con Led Iluminación;660;48;4.3;1277
1665218848-419;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-785116668-reloj-inteligente-deportivo-impermeable-con-bluetooth-_JM?hide_psmb=true#position=32&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Reloj Inteligente Deportivo Impermeable Con Bluetooth;628;48;4.5;3674
1665218851-420;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-x4-pro-5g-dual-sim-256-gb-laser-blue-8-gb-ram/p/MLM18968545?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18968545&position=9&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Xiaomi Pocophone Poco X4 Pro 5G Dual SIM 256 GB laser blue 8 GB RAM;6529;3;4.6;850
1665218853-421;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-777686685-cargador-samsung-original-super-carga-rapida-25w-tipo-c-_JM?hide_psmb=true#position=31&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Cargador Samsung Original Super Carga Rapida 25w Tipo C;497;17;4.6;182
1665218857-422;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1430746324-d1002-sistema-de-telefono-inalambrico-expandible-1-pzas-_JM?hide_psmb=true#position=30&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;D1002 Sistema De Teléfono Inalámbrico Expandible, 1 Pzas;649;50;null;null
1665218861-423;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1411137883-kit-funda-magsafe-mica-pantalla-mica-camara-para-iphone-_JM?hide_psmb=true#position=29&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Kit Funda Magsafe + Mica Pantalla + Mica Cámara Para iPhone;282;17;4.4;129
1665218864-424;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1429849437-reloj-smart-watch-mujer-deportivo-impermeable-para-hombre-_JM?hide_psmb=true#position=28&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Reloj Smart Watch Mujer Deportivo Impermeable Para Hombre;605;58;4.9;106
1665218867-425;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-redmi-10c-dual-sim-128-gb-gris-grafito-4-gb-ram/p/MLM19069553?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19069553&position=8&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Xiaomi Redmi 10C Dual SIM 128 GB gris grafito 4 GB RAM;3068;10;4.7;651
1665218870-426;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-704705071-arbol-navidad-artificial-frondoso-190-m-verde-pino-jardimex-_JM?hide_psmb=true#position=27&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Arbol Navidad Artificial Frondoso 1.90 M Verde Pino Jardimex;1099;35;4.4;124
1665218873-427;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1433122389-accesorio-apple-airtag-localizador-a2187-icloud-factura-_JM?hide_psmb=true#position=26&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Accesorio Apple Airtag Localizador A2187  Icloud Factura;950;5;null;null
1665218876-428;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1430022660-colchon-individual-ortopedico-2-almohadas-spring-air-_JM?hide_psmb=true#position=25&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Colchón Individual Ortopédico + 2 Almohadas Spring Air;3299;37;4.6;9
1665218880-429;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-865379348-funda-case-de-uso-rudo-para-iphone-transparente-antigolpes-_JM?hide_psmb=true#position=24&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Funda Case De Uso Rudo Para iPhone Transparente Antigolpes;159;20;4.8;352
1665218882-430;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/huawei-band-6-147-caja-de-polimero-dark-gray-malla-graphite-black-de-silicona-fra-b19/p/MLM17944055?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM17944055&position=7&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;"Huawei Band 6 1.47"" caja de  polímero dark gray, malla  graphite black de  silicona FRA-B19";799;15;4.8;5581
1665218886-431;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-redmi-note-11-snapdragon-dual-sim-128-gb-azul-estelar-6-gb-ram/p/MLM18924354?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18924354&position=6&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Xiaomi Redmi Note 11 (Snapdragon) Dual SIM 128 GB azul estelar 6 GB RAM;4038;10;4.6;1038
1665218889-432;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/tablet-samsung-galaxy-tab-a7-lite-with-book-cover-sm-t220-87-32gb-plateada-y-3gb-de-memoria-ram/p/MLM18285385?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18285385&position=5&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;"Tablet  Samsung Galaxy Tab A7 Lite with Book Cover SM-T220 8.7"" 32GB plateada y 3GB de memoria RAM";2899;27;4.8;547
1665218891-433;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1386402980-pantalla-para-samsung-s20-fe-c-marco-amoled-g780-g781-orig-_JM?hide_psmb=true#position=23&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Pantalla Para Samsung S20 Fe C/ Marco Amoled G780 G781 Orig;3817;17;null;null
1665218894-434;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1420943926-kit-funda-para-iphone-magsafe-cargador-mica-camara-pantalla-_JM?hide_psmb=true#position=22&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Kit Funda Para iPhone Magsafe Cargador Mica Camara Pantalla;572;17;3.8;16
1665218897-435;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-940684773-power-bank-banco-de-energia-solar-30800mah-inalambrico-qi-_JM?hide_psmb=true#position=21&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;Power Bank, Banco De Energía Solar 30800mah, Inalámbrico Qi;1028;14;null;null
1665218900-436;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/xiaomi-mi-smart-band-5-11-caja-de-plastico-pc-black-malla-black-de-elastomero-termoplastico-y-aleacion-de-aluminio-xmsh10hm/p/MLM15963018?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM15963018&position=4&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=TODAY_PROMOTION;"Xiaomi Mi Smart Band 5 1.1"" caja de  plástico pc black, malla  black de  elastómero termoplástico y aleación de aluminio XMSH10HM";488;15;4.8;9472
1665218903-437;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/samsung-galaxy-a53-5g-128-gb-awesome-peach-8-gb-ram/p/MLM19151368?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19151368&position=3&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Samsung Galaxy A53 5G 128 GB awesome peach 8 GB RAM;7394;26;4.5;156
1665218906-438;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1304101347-cargador-xiaomi-33w-original-tipo-c-turbo-cargador-mdy11ex-_JM?hide_psmb=true#position=20&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Cargador Xiaomi 33w Original Tipo C. Turbo Cargador Mdy11ex;538;23;4.7;359
1665218908-439;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1330659806-funda-ultra-slim-para-samsung-galaxy-_JM?hide_psmb=true#position=19&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Funda Ultra Slim Para  Samsung Galaxy;130;18;4.5;200
1665218911-440;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/tablet-samsung-galaxy-tab-a7-lite-with-book-cover-sm-t220-87-32gb-gris-y-3gb-de-memoria-ram/p/MLM18285384?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18285384&position=2&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;"Tablet  Samsung Galaxy Tab A7 Lite with Book Cover SM-T220 8.7"" 32GB gris y 3GB de memoria RAM";2499;37;4.8;547
1665218914-441;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://articulo.mercadolibre.com.mx/MLM-1437877954-smartwatch-mujer-185-reloj-inteligente-reloj-impermeable-_JM?hide_psmb=true#position=18&search_layout=grid&type=item&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Smartwatch Mujer 1.85 Reloj Inteligente Reloj Impermeable;887;50;4.6;31
1665218917-442;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;;https://www.mercadolibre.com.mx/samsung-galaxy-m13-dual-sim-64-gb-deep-green-4-gb-ram/p/MLM19460567?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19460567&position=1&search_layout=grid&type=product&tracking_id=ac97bf14-31df-422c-8a6a-11e56cf8e811&deal_print_id=982db9da-6f44-461b-8a2e-53740bfcc9c3&promotion_type=DEAL_OF_THE_DAY;Samsung Galaxy M13 Dual SIM 64 GB deep green 4 GB RAM;3299;34;4.6;85
